rowID,hpwren_timestamp,air_pressure,air_temp,avg_wind_direction,avg_wind_speed,max_wind_direction,max_wind_speed,min_wind_direction,min_wind_speed,rain_accumulation,rain_duration,relative_humidity
0,2011-09-10 00:00:49,912.3,64.76,97.0,1.2,106.0,1.6,85.0,1.0,,,60.5
1,2011-09-10 00:01:49,912.3,63.86,161.0,0.8,215.0,1.5,43.0,0.2,0.0,0.0,39.9
2,2011-09-10 00:02:49,912.3,64.22,77.0,0.7,143.0,1.2,324.0,0.3,0.0,0.0,43.0
3,2011-09-10 00:03:49,912.3,64.4,89.0,1.2,112.0,1.6,12.0,0.7,0.0,0.0,49.5
4,2011-09-10 00:04:49,912.3,64.4,185.0,0.4,260.0,1.0,100.0,0.1,0.0,0.0,58.8
5,2011-09-10 00:05:49,912.3,63.5,76.0,2.5,92.0,3.0,61.0,2.0,0.0,0.0,62.6
6,2011-09-10 00:06:49,912.3,62.78,79.0,2.4,89.0,2.7,62.0,2.0,0.0,0.0,65.6
7,2011-09-10 00:07:49,912.3,62.42,86.0,2.0,92.0,2.4,75.0,1.8,0.0,0.0,65.2
8,2011-09-10 00:08:49,912.3,62.24,105.0,1.4,125.0,1.9,82.0,1.0,0.0,0.0,65.8
9,2011-09-10 00:09:49,912.3,62.24,93.0,0.4,126.0,0.7,14.0,0.2,0.0,0.0,58.6
10,2011-09-10 00:10:49,912.3,62.24,144.0,1.2,167.0,1.8,115.0,0.6,0.0,0.0,38.5
11,2011-09-10 00:11:49,912.2,63.14,105.0,1.6,126.0,2.0,92.0,0.9,0.0,0.0,42.6
12,2011-09-10 00:12:49,912.2,64.04,116.0,1.8,143.0,2.7,104.0,1.1,0.0,0.0,45.3
13,2011-09-10 00:13:49,912.2,64.4,142.0,1.1,200.0,1.9,93.0,0.7,0.0,0.0,36.1
14,2011-09-10 00:14:49,912.2,64.94,150.0,1.3,173.0,2.1,117.0,0.8,0.0,0.0,33.2
15,2011-09-10 00:15:49,912.2,65.48,90.0,1.5,100.0,1.9,80.0,1.3,0.0,0.0,45.2
16,2011-09-10 00:16:49,912.3,65.48,91.0,0.7,168.0,1.2,26.0,0.4,0.0,0.0,55.9
17,2011-09-10 00:17:49,912.3,64.94,77.0,1.7,91.0,2.2,55.0,0.8,0.0,0.0,60.5
18,2011-09-10 00:18:49,912.3,64.04,107.0,1.9,116.0,2.4,95.0,1.5,0.0,0.0,61.8
19,2011-09-10 00:19:49,912.2,63.32,109.0,0.9,119.0,1.3,98.0,0.6,0.0,0.0,56.0
20,2011-09-10 00:20:49,912.2,63.32,100.0,2.0,122.0,2.5,91.0,1.5,0.0,0.0,58.3
21,2011-09-10 00:21:49,912.2,63.32,101.0,1.9,107.0,2.3,90.0,1.6,0.0,0.0,55.1
22,2011-09-10 00:22:49,912.2,63.32,96.0,1.4,119.0,1.9,87.0,1.0,0.0,0.0,57.5
23,2011-09-10 00:23:49,912.2,63.32,144.0,0.7,200.0,1.1,75.0,0.3,0.0,0.0,54.5
24,2011-09-10 00:24:49,912.2,63.5,103.0,1.6,134.0,1.8,79.0,1.3,0.0,0.0,45.7
25,2011-09-10 00:25:49,912.2,63.86,85.0,2.7,88.0,3.1,81.0,2.4,0.0,0.0,61.5
26,2011-09-10 00:26:49,912.2,63.68,85.0,2.6,103.0,3.0,70.0,1.8,0.0,0.0,62.9
27,2011-09-10 00:27:49,912.2,63.5,82.0,2.9,91.0,3.4,68.0,2.3,0.0,0.0,64.4
28,2011-09-10 00:28:49,912.2,63.14,86.0,2.9,94.0,3.3,67.0,2.1,0.0,0.0,65.2
29,2011-09-10 00:29:49,912.2,62.78,77.0,2.5,91.0,3.0,64.0,1.8,0.0,0.0,65.6
30,2011-09-10 00:30:49,912.2,62.6,91.0,2.0,103.0,2.4,71.0,1.4,0.0,0.0,57.9
31,2011-09-10 00:31:49,912.2,62.78,90.0,1.5,104.0,1.8,80.0,1.2,0.0,0.0,62.0
32,2011-09-10 00:32:49,912.2,62.96,79.0,2.9,84.0,3.4,73.0,2.5,0.0,0.0,61.7
33,2011-09-10 00:33:49,912.2,63.14,72.0,2.6,77.0,3.0,64.0,2.4,0.0,0.0,57.7
34,2011-09-10 00:34:49,912.2,63.14,83.0,2.9,86.0,3.2,79.0,2.5,0.0,0.0,63.5
35,2011-09-10 00:35:49,912.2,63.32,88.0,2.2,98.0,2.4,79.0,2.0,0.0,0.0,62.8
36,2011-09-10 00:36:49,912.2,63.32,94.0,2.3,99.0,2.6,86.0,1.5,0.0,0.0,59.6
37,2011-09-10 00:37:49,912.2,63.5,102.0,1.6,118.0,2.1,90.0,1.2,0.0,0.0,56.5
38,2011-09-10 00:38:49,912.2,63.86,81.0,2.3,91.0,2.7,77.0,1.9,0.0,0.0,57.2
39,2011-09-10 00:39:49,912.2,64.04,84.0,2.1,93.0,2.4,74.0,1.7,0.0,0.0,57.3
40,2011-09-10 00:40:49,912.2,64.04,81.0,2.6,88.0,2.9,68.0,1.4,0.0,0.0,57.4
41,2011-09-10 00:41:49,912.2,64.04,86.0,2.5,93.0,3.3,76.0,2.1,0.0,0.0,61.6
42,2011-09-10 00:42:49,912.2,63.86,85.0,2.5,90.0,2.8,80.0,2.2,0.0,0.0,58.2
43,2011-09-10 00:43:49,912.2,64.04,85.0,2.3,95.0,2.8,77.0,1.8,0.0,0.0,58.5
44,2011-09-10 00:44:49,912.2,64.04,85.0,2.2,92.0,2.3,72.0,1.8,0.0,0.0,54.6
45,2011-09-10 00:45:49,912.2,64.22,80.0,1.6,93.0,1.9,71.0,1.3,0.0,0.0,57.1
46,2011-09-10 00:46:49,912.1,64.22,76.0,2.9,77.0,3.1,75.0,2.7,0.0,0.0,57.1
47,2011-09-10 00:47:49,912.1,64.22,90.0,2.4,103.0,3.0,78.0,1.9,0.0,0.0,61.2
48,2011-09-10 00:48:49,912.2,64.22,90.0,2.8,94.0,3.0,85.0,2.3,0.0,0.0,62.5
49,2011-09-10 00:49:49,912.1,63.86,98.0,1.6,108.0,1.8,92.0,1.3,0.0,0.0,57.9
50,2011-09-10 00:50:49,912.1,63.68,102.0,1.2,119.0,1.5,92.0,1.0,0.0,0.0,51.4
51,2011-09-10 00:51:49,912.1,63.86,98.0,1.0,114.0,1.1,85.0,0.7,0.0,0.0,52.4
52,2011-09-10 00:52:49,912.1,64.22,77.0,1.3,80.0,1.6,73.0,1.1,0.0,0.0,52.5
53,2011-09-10 00:53:49,912.1,64.4,81.0,1.8,90.0,2.3,69.0,1.4,0.0,0.0,55.4
54,2011-09-10 00:54:49,912.1,64.58,74.0,2.2,83.0,2.5,69.0,2.0,0.0,0.0,58.3
55,2011-09-10 00:55:49,912.1,64.4,76.0,2.1,87.0,2.6,60.0,1.6,0.0,0.0,60.6
56,2011-09-10 00:56:49,912.1,64.04,88.0,1.4,99.0,1.7,78.0,1.1,0.0,0.0,60.1
57,2011-09-10 00:57:49,912.1,63.86,92.0,1.8,103.0,2.2,77.0,1.4,0.0,0.0,55.8
58,2011-09-10 00:58:49,912.1,63.86,104.0,1.5,117.0,1.8,82.0,1.2,0.0,0.0,57.8
59,2011-09-10 00:59:49,912.0,63.86,91.0,1.1,109.0,1.2,77.0,0.9,0.0,0.0,53.0
60,2011-09-10 01:00:49,912.0,64.04,83.0,0.7,101.0,0.9,73.0,0.5,0.0,0.0,51.4
61,2011-09-10 01:01:49,912.0,64.22,111.0,1.6,161.0,2.0,75.0,1.3,0.0,0.0,49.2
62,2011-09-10 01:02:49,912.0,64.58,72.0,2.0,80.0,2.6,63.0,1.4,0.0,0.0,48.4
63,2011-09-10 01:03:49,912.0,64.76,84.0,2.3,100.0,2.6,74.0,1.9,0.0,0.0,55.0
64,2011-09-10 01:04:49,912.0,64.76,88.0,2.2,90.0,2.5,86.0,1.9,0.0,0.0,55.8
65,2011-09-10 01:05:49,912.0,64.58,83.0,2.1,91.0,2.5,65.0,1.6,0.0,0.0,57.2
66,2011-09-10 01:06:49,912.0,64.4,93.0,1.8,108.0,2.3,81.0,1.4,0.0,0.0,56.6
67,2011-09-10 01:07:49,912.0,64.4,85.0,2.4,94.0,2.7,80.0,2.1,0.0,0.0,56.7
68,2011-09-10 01:08:49,912.0,64.4,74.0,2.0,89.0,2.6,59.0,1.4,0.0,0.0,58.4
69,2011-09-10 01:09:49,911.9,64.4,79.0,2.0,90.0,2.3,70.0,1.6,0.0,0.0,59.7
70,2011-09-10 01:10:49,911.9,64.22,82.0,2.0,97.0,2.4,69.0,1.7,0.0,0.0,62.2
71,2011-09-10 01:11:49,911.9,63.86,74.0,2.2,85.0,2.6,69.0,1.9,0.0,0.0,63.5
72,2011-09-10 01:12:49,911.9,63.5,78.0,2.9,90.0,3.6,69.0,1.6,0.0,0.0,64.7
73,2011-09-10 01:13:49,912.0,63.14,68.0,2.9,75.0,3.4,61.0,2.5,0.0,0.0,65.9
74,2011-09-10 01:14:49,912.0,62.78,70.0,2.0,88.0,2.3,56.0,1.8,0.0,0.0,68.1
75,2011-09-10 01:15:49,912.0,62.42,90.0,1.1,119.0,1.7,44.0,0.5,0.0,0.0,69.2
76,2011-09-10 01:16:49,912.0,62.06,35.0,1.1,53.0,1.4,16.0,0.9,0.0,0.0,69.6
77,2011-09-10 01:17:49,911.9,61.88,66.0,4.0,69.0,4.3,65.0,3.6,0.0,0.0,71.2
78,2011-09-10 01:18:49,911.9,61.7,64.0,4.1,66.0,4.3,63.0,3.5,0.0,0.0,71.7
79,2011-09-10 01:19:49,911.9,61.7,66.0,3.8,71.0,4.1,60.0,3.5,0.0,0.0,71.6
80,2011-09-10 01:20:49,911.9,61.7,67.0,3.3,70.0,3.5,63.0,3.1,0.0,0.0,71.5
81,2011-09-10 01:21:49,911.9,61.52,66.0,3.8,71.0,4.1,62.0,3.7,0.0,0.0,71.4
82,2011-09-10 01:22:49,911.9,61.7,64.0,3.7,67.0,4.1,60.0,3.4,0.0,0.0,72.1
83,2011-09-10 01:23:49,911.9,61.7,66.0,3.3,71.0,3.7,55.0,3.0,0.0,0.0,72.4
84,2011-09-10 01:24:49,911.9,61.7,76.0,2.8,95.0,3.2,67.0,2.1,0.0,0.0,72.1
85,2011-09-10 01:25:49,912.0,61.52,78.0,0.5,159.0,0.8,40.0,0.2,0.0,0.0,71.9
86,2011-09-10 01:26:49,911.9,61.34,96.0,1.1,112.0,1.3,86.0,0.8,0.0,0.0,70.4
87,2011-09-10 01:27:49,911.9,60.98,77.0,2.9,80.0,3.4,70.0,2.3,0.0,0.0,72.3
88,2011-09-10 01:28:49,911.9,60.98,66.0,3.9,72.0,4.3,63.0,3.4,0.0,0.0,73.2
89,2011-09-10 01:29:49,911.9,61.16,67.0,3.4,73.0,3.9,62.0,2.9,0.0,0.0,73.1
90,2011-09-10 01:30:49,911.9,61.34,67.0,3.6,75.0,4.2,62.0,3.1,0.0,0.0,72.5
91,2011-09-10 01:31:49,911.9,61.52,70.0,3.5,74.0,3.9,63.0,3.2,0.0,0.0,72.1
92,2011-09-10 01:32:49,911.9,61.7,71.0,3.1,79.0,4.2,63.0,2.4,0.0,0.0,71.3
93,2011-09-10 01:33:49,911.9,62.06,79.0,3.3,87.0,3.8,69.0,2.6,0.0,0.0,70.0
94,2011-09-10 01:34:49,911.9,62.24,76.0,3.1,89.0,3.4,64.0,2.6,0.0,0.0,69.2
95,2011-09-10 01:35:49,911.9,62.42,73.0,2.2,78.0,2.8,65.0,1.8,0.0,0.0,69.0
96,2011-09-10 01:36:49,911.9,62.6,68.0,2.4,75.0,3.0,60.0,2.1,0.0,0.0,68.7
97,2011-09-10 01:37:49,911.8,62.6,74.0,2.1,80.0,2.5,62.0,1.7,0.0,0.0,68.8
98,2011-09-10 01:38:49,911.8,62.78,79.0,2.6,91.0,3.1,69.0,2.3,0.0,0.0,67.7
99,2011-09-10 01:39:49,911.8,62.78,86.0,2.5,91.0,3.0,81.0,2.1,0.0,0.0,64.8
100,2011-09-10 01:40:49,911.8,62.96,95.0,2.3,106.0,2.5,88.0,1.9,0.0,0.0,63.9
101,2011-09-10 01:41:49,911.9,63.32,90.0,2.3,103.0,2.7,83.0,1.7,0.0,0.0,63.8
102,2011-09-10 01:42:49,911.8,63.5,90.0,1.9,95.0,2.3,82.0,1.5,0.0,0.0,59.7
103,2011-09-10 01:43:49,911.8,63.68,89.0,1.9,97.0,2.2,84.0,1.6,0.0,0.0,60.0
104,2011-09-10 01:44:49,911.8,63.86,94.0,1.6,100.0,1.9,87.0,1.1,0.0,0.0,58.7
105,2011-09-10 01:45:49,911.8,64.04,90.0,1.7,101.0,1.9,79.0,1.4,0.0,0.0,56.6
106,2011-09-10 01:46:49,911.9,64.22,79.0,2.1,89.0,2.4,65.0,1.8,0.0,0.0,58.2
107,2011-09-10 01:47:49,911.8,64.22,87.0,1.7,100.0,2.5,67.0,1.1,0.0,0.0,60.7
108,2011-09-10 01:48:49,911.8,64.22,87.0,1.3,132.0,2.0,74.0,0.7,0.0,0.0,61.3
109,2011-09-10 01:49:49,911.8,64.22,93.0,1.6,100.0,2.0,83.0,1.4,0.0,0.0,58.5
110,2011-09-10 01:50:49,911.8,64.22,83.0,2.1,88.0,2.5,80.0,1.6,0.0,0.0,59.1
111,2011-09-10 01:51:49,911.8,64.4,81.0,1.6,87.0,1.9,73.0,1.4,0.0,0.0,60.4
112,2011-09-10 01:52:49,911.8,64.4,87.0,2.0,91.0,2.2,82.0,1.8,0.0,0.0,60.5
113,2011-09-10 01:53:49,911.8,64.22,89.0,1.9,94.0,2.1,85.0,1.7,0.0,0.0,57.8
114,2011-09-10 01:54:49,911.8,64.4,79.0,2.1,99.0,2.6,69.0,1.7,0.0,0.0,59.4
115,2011-09-10 01:55:49,911.8,64.4,70.0,1.8,80.0,2.3,61.0,1.4,0.0,0.0,62.0
116,2011-09-10 01:56:49,911.8,64.4,76.0,2.4,81.0,3.0,60.0,1.9,0.0,0.0,63.1
117,2011-09-10 01:57:49,911.8,64.22,71.0,1.9,77.0,2.4,66.0,1.3,0.0,0.0,62.5
118,2011-09-10 01:58:49,911.8,64.04,70.0,1.9,75.0,2.5,67.0,1.4,0.0,0.0,63.3
119,2011-09-10 01:59:49,911.8,64.04,75.0,2.5,81.0,2.9,66.0,2.3,0.0,0.0,63.7
120,2011-09-10 02:00:49,911.8,63.86,68.0,2.1,76.0,2.4,62.0,1.8,0.0,0.0,63.5
121,2011-09-10 02:01:49,911.8,63.86,74.0,2.6,82.0,2.9,69.0,2.2,0.0,0.0,63.6
122,2011-09-10 02:02:49,911.8,63.68,82.0,2.2,95.0,2.6,71.0,1.5,0.0,0.0,62.9
123,2011-09-10 02:03:49,911.7,63.68,78.0,2.2,89.0,2.9,68.0,1.6,0.0,0.0,60.9
124,2011-09-10 02:04:49,911.7,63.86,84.0,2.2,93.0,2.6,74.0,1.8,0.0,0.0,61.6
125,2011-09-10 02:05:49,911.7,63.86,72.0,2.0,81.0,2.4,61.0,1.3,0.0,0.0,61.7
126,2011-09-10 02:06:49,911.7,63.86,102.0,1.3,111.0,1.5,91.0,1.1,0.0,0.0,59.8
127,2011-09-10 02:07:49,911.6,63.86,105.0,0.8,117.0,1.1,94.0,0.4,0.0,0.0,57.0
128,2011-09-10 02:08:49,911.6,64.04,103.0,1.0,111.0,1.3,98.0,0.7,0.0,0.0,55.3
129,2011-09-10 02:09:49,911.6,64.22,114.0,0.7,144.0,1.0,92.0,0.4,0.0,0.0,53.4
130,2011-09-10 02:10:49,911.6,64.4,156.0,0.5,203.0,0.7,119.0,0.3,0.0,0.0,50.4
131,2011-09-10 02:11:49,911.5,64.4,147.0,0.7,173.0,0.9,125.0,0.5,0.0,0.0,45.2
132,2011-09-10 02:12:49,911.5,64.76,152.0,1.2,171.0,1.8,116.0,0.6,0.0,0.0,45.6
133,2011-09-10 02:13:49,911.5,65.12,174.0,1.1,202.0,1.5,156.0,0.7,0.0,0.0,46.2
134,2011-09-10 02:14:49,911.5,65.48,162.0,0.7,203.0,0.9,127.0,0.3,0.0,0.0,45.2
135,2011-09-10 02:15:49,911.5,65.66,128.0,0.6,143.0,1.0,99.0,0.2,0.0,0.0,42.9
136,2011-09-10 02:16:49,911.5,65.84,121.0,0.7,159.0,0.8,95.0,0.6,0.0,0.0,44.2
137,2011-09-10 02:17:49,911.5,65.84,99.0,0.8,121.0,1.0,87.0,0.6,0.0,0.0,52.8
138,2011-09-10 02:18:49,911.5,65.66,82.0,1.0,105.0,1.2,65.0,0.9,0.0,0.0,51.0
139,2011-09-10 02:19:49,911.5,65.66,72.0,1.5,78.0,1.7,63.0,1.4,0.0,0.0,56.9
140,2011-09-10 02:20:49,911.5,65.3,85.0,2.2,92.0,2.5,72.0,2.0,0.0,0.0,58.0
141,2011-09-10 02:21:49,911.5,64.94,76.0,2.1,93.0,2.5,60.0,1.6,0.0,0.0,59.2
142,2011-09-10 02:22:49,911.5,64.58,87.0,2.0,102.0,2.3,59.0,1.7,0.0,0.0,59.9
143,2011-09-10 02:23:49,911.5,64.22,101.0,2.4,106.0,2.8,91.0,2.0,0.0,0.0,61.2
144,2011-09-10 02:24:49,911.5,64.04,83.0,1.8,94.0,2.2,67.0,1.5,0.0,0.0,61.0
145,2011-09-10 02:25:49,911.5,63.86,104.0,1.3,122.0,1.8,81.0,0.8,0.0,0.0,60.4
146,2011-09-10 02:26:49,911.4,63.86,110.0,1.0,136.0,1.2,81.0,0.8,0.0,0.0,57.1
147,2011-09-10 02:27:49,911.4,64.04,103.0,0.5,125.0,0.9,86.0,0.2,0.0,0.0,54.8
148,2011-09-10 02:28:49,911.4,64.04,103.0,0.4,143.0,0.7,78.0,0.1,0.0,0.0,51.9
149,2011-09-10 02:29:49,911.4,64.22,135.0,0.6,169.0,0.8,64.0,0.2,0.0,0.0,48.6
150,2011-09-10 02:30:49,911.4,64.58,154.0,1.3,176.0,2.1,113.0,0.8,0.0,0.0,50.2
151,2011-09-10 02:31:49,911.3,64.76,149.0,0.8,188.0,1.5,123.0,0.3,0.0,0.0,46.8
152,2011-09-10 02:32:49,911.3,64.94,162.0,1.6,179.0,2.5,148.0,1.0,0.0,0.0,47.5
153,2011-09-10 02:33:49,911.3,65.3,152.0,1.4,174.0,1.9,137.0,0.8,0.0,0.0,45.5
154,2011-09-10 02:34:49,911.3,65.48,170.0,1.3,220.0,2.3,126.0,0.6,0.0,0.0,45.4
155,2011-09-10 02:35:49,911.3,65.66,170.0,2.1,184.0,2.9,158.0,1.4,0.0,0.0,47.9
156,2011-09-10 02:36:49,911.4,65.66,170.0,1.5,227.0,2.5,153.0,0.6,0.0,0.0,49.8
157,2011-09-10 02:37:49,911.4,65.48,144.0,1.0,166.0,1.5,116.0,0.6,0.0,0.0,47.4
158,2011-09-10 02:38:49,911.4,65.48,159.0,1.2,185.0,1.9,111.0,0.7,0.0,0.0,46.8
159,2011-09-10 02:39:49,911.4,65.48,143.0,0.7,188.0,1.8,101.0,0.2,0.0,0.0,47.0
160,2011-09-10 02:40:49,911.4,65.48,154.0,0.9,208.0,1.9,100.0,0.3,0.0,0.0,46.2
161,2011-09-10 02:41:49,911.4,65.48,146.0,1.2,179.0,1.7,86.0,0.7,0.0,0.0,45.8
162,2011-09-10 02:42:49,911.4,65.66,160.0,0.8,214.0,1.1,102.0,0.4,0.0,0.0,46.4
163,2011-09-10 02:43:49,911.4,65.66,148.0,0.6,171.0,1.2,130.0,0.3,0.0,0.0,46.6
164,2011-09-10 02:44:49,911.4,65.66,146.0,0.9,207.0,1.7,102.0,0.4,0.0,0.0,46.5
165,2011-09-10 02:45:49,911.4,65.66,131.0,0.7,145.0,0.9,118.0,0.4,0.0,0.0,46.2
166,2011-09-10 02:46:49,911.4,65.66,162.0,1.1,190.0,1.7,133.0,0.5,0.0,0.0,45.6
167,2011-09-10 02:47:49,911.4,65.66,134.0,0.5,178.0,0.7,96.0,0.1,0.0,0.0,45.8
168,2011-09-10 02:48:49,911.4,65.66,108.0,0.7,174.0,1.6,31.0,0.1,0.0,0.0,45.3
169,2011-09-10 02:49:49,911.5,65.66,114.0,0.5,135.0,0.8,97.0,0.3,0.0,0.0,45.2
170,2011-09-10 02:50:49,911.5,65.66,95.0,1.1,109.0,1.6,70.0,0.7,0.0,0.0,45.2
171,2011-09-10 02:51:49,911.5,65.66,116.0,1.0,167.0,1.6,78.0,0.4,0.0,0.0,45.4
172,2011-09-10 02:52:49,911.5,65.66,123.0,1.0,158.0,1.5,63.0,0.3,0.0,0.0,46.1
173,2011-09-10 02:53:49,911.5,65.66,117.0,1.5,130.0,2.0,104.0,1.0,0.0,0.0,45.6
174,2011-09-10 02:54:49,911.5,65.66,95.0,0.2,129.0,0.4,66.0,0.1,0.0,0.0,46.1
175,2011-09-10 02:55:49,911.5,65.66,117.0,1.5,140.0,1.9,100.0,1.0,0.0,0.0,45.8
176,2011-09-10 02:56:49,911.5,65.66,116.0,1.4,143.0,1.7,82.0,1.0,0.0,0.0,45.6
177,2011-09-10 02:57:49,911.5,65.66,155.0,0.6,219.0,0.9,96.0,0.2,0.0,0.0,45.3
178,2011-09-10 02:58:49,911.4,65.66,88.0,0.6,128.0,0.9,347.0,0.2,0.0,0.0,44.9
179,2011-09-10 02:59:49,911.4,65.66,77.0,0.7,141.0,1.2,37.0,0.3,0.0,0.0,44.4
180,2011-09-10 03:00:49,911.4,65.66,155.0,1.1,167.0,1.6,124.0,0.7,0.0,0.0,42.8
181,2011-09-10 03:01:49,911.4,65.84,106.0,2.0,114.0,2.3,99.0,1.8,0.0,0.0,42.2
182,2011-09-10 03:02:49,911.4,66.02,105.0,1.8,117.0,2.2,93.0,1.5,0.0,0.0,44.0
183,2011-09-10 03:03:49,911.4,66.2,114.0,1.7,123.0,2.1,99.0,1.3,0.0,0.0,43.4
184,2011-09-10 03:04:49,911.4,66.2,114.0,2.1,124.0,2.6,107.0,1.7,0.0,0.0,40.2
185,2011-09-10 03:05:49,911.4,66.38,138.0,1.3,189.0,2.2,92.0,0.7,0.0,0.0,36.8
186,2011-09-10 03:06:49,911.4,66.56,115.0,0.5,137.0,0.8,98.0,0.2,0.0,0.0,36.9
187,2011-09-10 03:07:49,911.4,66.92,135.0,1.1,164.0,1.6,113.0,0.6,0.0,0.0,37.4
188,2011-09-10 03:08:49,911.4,66.92,165.0,1.2,194.0,1.9,128.0,0.8,0.0,0.0,37.6
189,2011-09-10 03:09:49,911.4,67.1,169.0,1.6,191.0,2.5,147.0,0.8,0.0,0.0,36.8
190,2011-09-10 03:10:49,911.4,67.1,157.0,1.2,172.0,1.6,135.0,0.8,0.0,0.0,36.8
191,2011-09-10 03:11:49,911.3,67.28,161.0,1.1,177.0,1.4,140.0,0.4,0.0,0.0,35.6
192,2011-09-10 03:12:49,911.3,67.28,150.0,0.9,167.0,1.7,121.0,0.4,0.0,0.0,33.7
193,2011-09-10 03:13:49,911.3,67.46,146.0,0.8,194.0,1.6,104.0,0.2,0.0,0.0,33.2
194,2011-09-10 03:14:49,911.3,67.46,146.0,1.0,168.0,1.3,116.0,0.7,0.0,0.0,32.9
195,2011-09-10 03:15:49,911.3,67.64,165.0,0.9,183.0,1.7,141.0,0.5,0.0,0.0,33.3
196,2011-09-10 03:16:49,911.3,67.64,153.0,0.4,219.0,0.8,80.0,0.2,0.0,0.0,32.4
197,2011-09-10 03:17:49,911.4,67.64,96.0,1.6,116.0,1.9,81.0,1.3,0.0,0.0,31.8
198,2011-09-10 03:18:49,911.4,67.82,104.0,1.9,116.0,2.2,94.0,1.5,0.0,0.0,31.3
199,2011-09-10 03:19:49,911.4,67.82,78.0,0.2,120.0,0.5,29.0,0.0,0.0,0.0,31.8
